bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,300000.0,301000.0,237611.0,240611.0,241265.0,241369.0,196279.0,197279.0,206279.0,223781.0,242683.0,250558.0,262773.0,278079.0,292428.0,206345.0,148576.0,160345.0,174173.0,189107.0,137923.0,140924.0,152428.0,165622.0,178120.0,141553.0,151087.0,96255.0,96255.0,68190.0,68190.0,74129.0,80998.0,49268.0,49472.0,52585.0,57172.0,62746.0,68766.0,75267.0,82288.0,89871.0,98061.0,106906.0,116458.0,126775.0,137917.0,148860.0,85825.0,93691.0,102186.0,111361.0,121270.0,131972.0,143530.0,156012.0,167857.0,182286.0,197869.0,214699.0,232875.0,250167.0,129683.0,129683.0,119460.0,130017.0,141418.0,153731.0,167029.0,181391.0,196902.0,213654.0,231746.0,251286.0,272389.0,295180.0,319794.0,208426.0,170748.0,185408.0,300000.0,300000.0,301000.0,239699.0,222686.0,225418.0,227363.0,227224.0,227224.0,227852.0,231789.0,179087.0,191087.0,207374.0,224964.0,243961.0,264478.0,286636.0,195355.0,211311.0,136296.0,136296.0,147174.0,104009.0,108448.0,117558.0,127963.0,139200.0,151336.0,164443.0,178598.0,192905.0,145551.0,101365.0,102130.0,110879.0,120098.0,130514.0,141955.0,154311.0,167656.0,179570.0,194936.0,210941.0,228816.0,248121.0,268971.0,291489.0,175568.0,179160.0,194493.0,211052.0,228936.0,248251.0,269111.0,291640.0,309815.0,335600.0,197861.0,197861.0,214690.0,232865.0,252494.0,273694.0,296590.0,203181.0,220435.0,239070.0,259196.0,280932.0,304407.0,329760.0,357141.0,189723.0,189723.0,205901.0,223373.0,242243.0,262622.0,284632.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,106.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0,1.0,21.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timestamp,1544722354,1544722355,1544722356,1544722357,1544722358,1544722359,1544722360,1544722361,1544722362,1544722363,1544722364,1544722365,1544722366,1544722367,1544722368,1544722369,1544722370,1544722371,1544722372,1544722373,1544722374,1544722375,1544722376,1544722377,1544722378,1544722379,1544722380,1544722381,1544722382,1544722383,1544722384,1544722385,1544722386,1544722387,1544722388,1544722389,1544722390,1544722391,1544722392,1544722393,1544722394,1544722395,1544722396,1544722397,1544722398,1544722399,1544722400,1544722401,1544722402,1544722403,1544722404,1544722405,1544722406,1544722407,1544722408,1544722409,1544722410,1544722411,1544722412,1544722413,1544722414,1544722415,1544722416,1544722417,1544722418,1544722419,1544722420,1544722421,1544722422,1544722423,1544722424,1544722425,1544722426,1544722427,1544722428,1544722429,1544722430,1544722431,1544722432,1544722433,1544722434,1544722435,1544722436,1544722357,1544722358,1544722359,1544722360,1544722361,1544722362,1544722363,1544722364,1544722365,1544722366,1544722367,1544722368,1544722369,1544722370,1544722371,1544722372,1544722373,1544722374,1544722375,1544722376,1544722377,1544722378,1544722379,1544722380,1544722381,1544722382,1544722383,1544722384,1544722385,1544722386,1544722387,1544722388,1544722389,1544722390,1544722391,1544722392,1544722393,1544722394,1544722395,1544722396,1544722397,1544722398,1544722399,1544722400,1544722401,1544722402,1544722403,1544722404,1544722405,1544722406,1544722407,1544722408,1544722409,1544722410,1544722411,1544722412,1544722413,1544722414,1544722415,1544722416,1544722417,1544722418,1544722419,1544722420,1544722421,1544722422,1544722423,1544722424,1544722425,1544722426,1544722427,1544722428,1544722429,1544722430,1544722431,1544722432,1544722433,1544722434,1544722435,1544722436
audio_bitsReceivedPerSecond,-1,-1,-1,-1,0.0,294408.0,266480.0,307864.0,300416.0,366817.1828171828,372172.17217217217,283352.0,257734.26573426573,268596.5965965966,272087.9120879121,223951.95195195195,245410.5894105894,275347.34734734736,289712.0,262088.0,265808.0,246568.0,176912.0,263784.0,176199.8001998002,170738.73873873873,133904.0,139592.0,150305.6943056943,162418.4184184184,171216.0,178560.0,196472.0,204120.0,220635.36463536465,197045.04504504506,126128.0,136952.0,143472.0,153742.25774225773,164072.0,169049.04904904906,188048.0,190624.0,218648.0,225696.0,249064.0,261848.0,261040.0,312568.0,236952.0,280103.8961038961,233881.88188188188,224752.0,260024.0,256576.0,293088.0,298008.0,298400.0,354408.0,242509.4905094905,346816.0,250658.65865865865,242720.0,270640.0,269728.0,326424.0,294216.0,258040.0,281848.0,261592.0,267832.0,301128.0,318800.0,369928.0,238008.0,355344.0,225608.0,238720.0,253368.0,270896.0,270592.0,313368.0,-1,-1,0.0,366245.55461473326,333053.63528009533,345027.5229357798,316272.0,366502.5025025025,273568.0,227464.0,255440.0,365040.0,295384.0,293792.0,320456.0,307424.0,269448.0,223952.0,237618.38161838162,244673.34669338676,247648.35164835164,231312.0,172424.0,189552.0,191920.0,212048.0,206056.0,204448.0,164776.0,126416.0,123448.0,102808.0,101536.0,120872.0,108896.0,77008.0,100816.0,89568.0,92556.55655655656,103928.07192807193,117957.95795795796,107200.0,114813.18681318681,127896.0,135056.0,154192.0,153648.0,175824.0,171648.0,149696.0,159512.0,156424.0,163872.0,155307.30730730732,163316.6833166833,170280.0,165848.0,196968.0,208184.0,223456.0,257560.0,248200.0,268016.0,205872.0,245416.0,185856.0,181458.54145854147,200088.0880880881,201416.0,222608.0,236216.0,244752.0,253984.0,264831.16883116885,302849.15084915084,287799.5991983968,271384.0,341016.0,230088.0,302486.4864864865
audio_bitsSentPerSecond,-1,-1,-1,-1,0.0,357880.0,275864.0,296176.0,412304.0,266637.3626373626,216792.79279279278,238936.0,251516.4835164835,345401.4014014014,301786.2137862138,283811.8118118118,319984.015984016,314082.0820820821,283704.0,234072.0,215544.0,259192.0,245504.0,241584.0,178789.2107892108,182582.58258258257,190264.0,205928.0,216031.96803196802,197485.4854854855,195192.0,119584.0,141792.0,88744.0,100691.30869130869,113761.76176176177,119280.0,81848.0,105312.0,81342.65734265734,90752.0,107291.29129129129,109488.0,111320.0,111912.0,124448.0,132728.0,151520.0,147936.0,171040.0,179368.0,155500.4995004995,155267.26726726728,157120.0,166568.0,148272.0,165416.0,166992.0,166456.0,189648.0,196995.004995005,234656.0,241457.45745745747,258168.0,264392.0,262176.0,204304.0,184784.0,185976.0,193776.0,195232.0,226040.0,223984.0,253040.0,257584.0,250256.0,289352.0,296648.0,265664.0,320032.0,321504.0,249088.0,257672.0,-1,-1,0.0,304806.0965283658,257144.21930870082,269104.99490316,377808.0,254278.27827827827,253888.0,260392.0,257640.0,315680.0,215416.0,241040.0,247576.0,267560.0,278920.0,284136.0,247056.94305694307,252192.3847695391,234453.54645354644,200384.0,157312.0,160256.0,136248.0,140704.0,157600.0,161520.0,174368.0,177584.0,205232.0,209104.0,210832.0,187080.0,119016.0,138256.0,148616.0,158496.0,166046.04604604605,170421.57842157842,192368.36836836836,192792.0,220699.3006993007,237664.0,244312.0,259520.0,283656.0,315568.0,269528.0,222504.0,237016.0,225888.0,260832.0,268452.45245245245,286681.31868131866,295520.0,320592.0,361712.0,315088.0,235056.0,260216.0,242080.0,273832.0,292216.0,313552.0,277560.0,260827.17282717282,276548.54854854854,274736.0,268768.0,313064.0,326024.0,372184.0,296063.93606393604,257694.3056943057,225258.51703406815,245528.0,258856.0,279208.0,271055.05505505507
audio_packetsSentPerSecond,-1,-1,-1,-1,0.0,114.0,102.0,107.0,128.0,101.8981018981019,96.09609609609609,102.0,102.8971028971029,114.11411411411412,131.86813186813185,133.13313313313313,131.86813186813185,132.13213213213214,136.0,130.0,127.0,127.0,127.0,131.0,125.87412587412588,123.12312312312312,125.0,128.0,130.86913086913086,124.12412412412412,120.0,97.0,115.0,89.0,99.9000999000999,118.11811811811812,107.0,78.0,88.0,94.9050949050949,118.0,120.12012012012012,119.0,119.0,120.0,122.0,119.0,125.0,122.0,124.0,124.0,120.87912087912088,119.11911911911912,121.0,125.0,121.0,127.0,123.0,127.0,125.0,126.87312687312688,133.0,132.13213213213214,131.0,132.0,134.0,125.0,122.0,125.0,125.0,125.0,129.0,129.0,130.0,131.0,128.0,132.0,133.0,132.0,131.0,132.0,130.0,127.0,-1,-1,0.0,109.22946655376799,101.31108462455303,102.95616717635066,123.0,106.10610610610611,104.0,104.0,104.0,112.0,110.0,118.0,121.0,126.0,135.0,132.0,129.87012987012986,130.26052104208418,129.87012987012986,125.0,110.0,111.0,121.0,123.0,124.0,124.0,125.0,125.0,126.0,129.0,126.0,120.0,110.0,123.0,122.0,125.0,126.12612612612612,123.87612387612387,126.12612612612612,129.0,130.86913086913086,132.0,131.0,133.0,132.0,132.0,126.0,129.0,129.0,130.0,133.0,135.13513513513513,132.86713286713288,132.0,132.0,134.0,131.0,129.0,134.0,131.0,132.0,130.0,133.0,132.0,130.86913086913086,134.13413413413414,135.0,132.0,132.0,133.0,132.0,131.86813186813185,130.86913086913086,130.26052104208418,132.0,131.0,131.0,132.13213213213214
audio_googLocalAddress,-1,-1,-1,-1,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,-1,-1,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235
audio_googRemoteAddress,-1,-1,-1,-1,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,10.164.0.12:35235,-1,-1,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194,10.164.0.11:40194
audio_googRtt,-1,-1,-1,-1,55.0,156.0,156.0,644.0,700.0,700.0,621.0,621.0,465.0,465.0,465.0,349.0,349.0,262.0,262.0,262.0,225.0,225.0,225.0,242.0,242.0,232.0,232.0,174.0,174.0,174.0,130.0,130.0,148.0,148.0,148.0,163.0,163.0,122.0,122.0,122.0,91.0,91.0,68.0,68.0,68.0,51.0,51.0,38.0,38.0,38.0,93.0,93.0,70.0,70.0,70.0,52.0,52.0,39.0,39.0,39.0,92.0,92.0,69.0,69.0,69.0,52.0,52.0,39.0,39.0,39.0,29.0,29.0,22.0,22.0,22.0,86.0,86.0,64.0,64.0,64.0,48.0,48.0,36.0,-1,-1,99.0,99.0,378.0,688.0,688.0,688.0,655.0,655.0,491.0,491.0,368.0,368.0,368.0,276.0,276.0,218.0,218.0,218.0,223.0,223.0,167.0,167.0,167.0,125.0,125.0,94.0,94.0,94.0,70.0,70.0,53.0,53.0,53.0,40.0,40.0,30.0,30.0,30.0,22.0,22.0,16.0,16.0,16.0,12.0,12.0,9.0,9.0,9.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,16.0,16.0,12.0,12.0,12.0,9.0,9.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0
audio_send_bitsSentPerSecond,0.0,0.0,0.0,0.0,7712.0,25040.0,25208.0,25184.0,25144.0,25030.96903096903,25337.337337337336,24368.0,24703.296703296703,24480.48048048048,24863.136863136864,24792.792792792792,24799.2007992008,21117.117117117115,17968.0,25272.0,40400.0,41208.0,37616.0,20832.0,17062.937062937064,19755.755755755756,18336.0,20792.0,27220.77922077922,23335.335335335334,30616.0,18504.0,19576.0,20168.0,20339.66033966034,19739.73973973974,19584.0,27176.0,19072.0,20235.764235764236,20336.0,20108.108108108107,26784.0,21072.0,16720.0,16720.0,16720.0,24760.0,29280.0,27840.0,28504.0,26053.946053946052,36836.83683683684,39184.0,40400.0,21088.0,16720.0,16720.0,16720.0,16720.0,16703.296703296703,16720.0,16736.736736736737,16904.0,16536.0,16720.0,17968.0,25928.0,39288.0,40400.0,40400.0,41208.0,39592.0,41208.0,39592.0,31120.0,30632.0,20280.0,16720.0,16720.0,16904.0,24416.0,39992.0,0.0,0.0,15960.0,24311.600338696022,25907.03218116806,25141.692150866464,26288.0,16736.736736736737,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16703.296703296703,17306.613226452904,13178.82117882118,14952.0,16720.0,16720.0,16720.0,15192.0,16520.0,16496.0,15856.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16720.0,16736.736736736737,15912.087912087913,16392.392392392394,13936.0,13290.70929070929,14040.0,15584.0,14688.0,15144.0,15208.0,14456.0,15624.0,15640.0,16312.0,15608.0,14430.43043043043,13306.693306693307,13256.0,12696.0,13376.0,12696.0,10720.0,9200.0,9200.0,9200.0,12416.0,15648.0,15648.0,15624.375624375625,15735.735735735736,15352.0,15360.0,15472.0,15408.0,15864.0,14457.542457542457,10541.458541458542,10629.258517034068,9200.0,9200.0,12368.0,15495.495495495496
